"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051983","GO:0051983","regulation of chromosome segregation","43/3671","103/18670",2.24249205721797e-07,1.24331559624537e-05,9.54675565960713e-06,"ATM/PLK1/AURKB/MKI67/BUB1/CENPF/TTK/NEK2/DLGAP5/BUB1B/CDCA5/SMC6/TACC3/BUB3/ANAPC4/PUM1/NDC80/CENPE/CDC42/CDT1/ESPL1/IK/RACGAP1/MAD2L1/KNSTRN/DYNC1LI1/MACROH2A1/SLF1/PCID2/KIF2C/CUL3/SLF2/NEK6/CDC6/AXIN2/DYNC1H1/CTNNB1/HNRNPU/RMI2/BECN1/FBXO5/CCNB1/RCC2",43
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","116/3671","380/18670",2.27681576186187e-07,1.25146356014063e-05,9.60931951762211e-06,"JAK3/TESPA1/LILRB1/TLR6/PTPN6/NECTIN2/CORO1A/ANXA1/ATAD5/ZBTB1/CARD11/DOCK8/BTLA/BTK/RASAL3/CCDC88B/VNN1/CLECL1/GRAP2/SASH3/STAP1/ZMIZ1/KLRK1/RHOA/FCRL3/LCK/PIK3R1/SIRPG/IL12RB1/INPP5D/TAC1/PTPRC/IL7/IL23A/CSK/PTPN11/TNFSF14/RAC1/VAV1/PDCD1/ZAP70/ITGAM/BTN2A2/SHLD3/TNFSF4/CDC42/AP3B1/TMIGD2/CD40LG/TNFSF11/IL12A/CD6/SIRPB1/CD40/ADAM8/HLA-F/MYB/CLCF1/IL4R/IL1RL1/CD2/ICOS/TNFSF13B/CCR7/CD55/NOD2/NCKAP1L/MALT1/F2RL1/CTLA4/TLR9/LAMP1/CD3E/CD274/IL4/RASGRP1/PCID2/MPL/LGALS9/CD27/PYCARD/VAMP7/PPP2R3C/IGLL5/HLX/TNFRSF13C/FOXP3/TOX/TNFRSF14/ATP11C/SELENOK/FLT3LG/RUNX3/CCL19/FGR/TBX21/ITGB2/IGF1/IL1B/CD83/GATA3/YES1/ADA/IL18/CAV1/TFRC/HHLA2/IL6R/IL7R/CD80/CD28/RARA/CD70/ZBTB7B/IFNG/HLA-DMB",116
"GO:0019058","GO:0019058","viral life cycle","103/3671","328/18670",2.3937638383837e-07,1.2977373639959e-05,9.96463131470798e-06,"ANXA2/RESF1/DAG1/NECTIN2/RAB7A/TRIM59/SLC52A1/RNASEL/TRIM25/TOP2A/CR1/APOBEC3D/ITGB1/NUP210/APOBEC3G/VCP/HACD3/STAU1/AICDA/PVR/GRK2/LDLR/HYAL2/XPR1/TNF/UBAP1/CDC42/HTR2A/ITGB3/ACE2/APOBEC3F/ATG16L2/CHMP1B/CHMP2A/NUP42/DDB1/RAB1B/CHMP4B/PPIB/CTBP2/ITGAV/RAB1A/SHFL/VPS18/CD55/FAM111A/CTSB/TSG101/TRIM8/CLEC4G/CR2/CHMP7/ITGB7/NUP153/NUP98/SLC20A2/CDK1/KPNA6/SLAMF1/LAMP1/APOBEC3H/VAPA/NCAM1/NUCKS1/MPHOSPH8/FCN3/CAV2/PPIA/PCBP1/LARP1/LGALS9/FCN1/TNFRSF14/CXADR/NUP88/CHMP2B/SEC13/RAN/TOP2B/HTATSF1/TRIM11/GSN/LAMP3/P4HB/ZC3HAV1/NUP214/CTBP1/FURIN/PPID/CXCR4/CAV1/SCARB2/NR5A2/TFRC/CD80/CD28/SELPLG/RAB5A/ADARB1/CHMP3/STOM/RAD23A/NMT2",103
"GO:0090175","GO:0090175","regulation of establishment of planar polarity","45/3671","110/18670",2.40170967615301e-07,1.2977373639959e-05,9.96463131470798e-06,"ABL1/PSMD1/PSMC3/CLTC/PSMB2/PSMD14/ZNRF3/PSMC2/RHOA/PSMD2/DVL3/PSMA3/PSMC1/PSMD3/ARRB2/PSME3/RAC1/GPC6/PSMC4/WNT9B/PSMD8/TIAM1/CDC42/PSMA1/PSMB6/AP2M1/PSMA6/PSMA2/PSMB5/PSMD7/PSMB8/AP2B1/PSMB1/PSMC5/PSMA7/SFRP2/PSMF1/MAGI2/PSMB7/PSMD11/PSMB4/PSMA4/GPC4/MED12/PSMA5",45
"GO:0001736","GO:0001736","establishment of planar polarity","49/3671","124/18670",2.54761514026719e-07,1.35363284452863e-05,1.03938228222655e-05,"ABL1/PSMD1/PSMC3/CLTC/PSMB2/PSMD14/ZNRF3/PSMC2/RHOA/PSMD2/TP63/DVL3/PSMA3/WDR1/PSMC1/PSMD3/ARRB2/PSME3/RAC1/GPC6/PSMC4/WNT9B/PSMD8/TIAM1/CDC42/PSMA1/PSMB6/AP2M1/PSMA6/PSMA2/DLG3/PSMB5/PSMD7/PSMB8/AP2B1/PAFAH1B1/PSMB1/PSMC5/PSMA7/SFRP2/PSMF1/MAGI2/PSMB7/PSMD11/PSMB4/PSMA4/GPC4/MED12/PSMA5",49
"GO:0007164","GO:0007164","establishment of tissue polarity","49/3671","124/18670",2.54761514026719e-07,1.35363284452863e-05,1.03938228222655e-05,"ABL1/PSMD1/PSMC3/CLTC/PSMB2/PSMD14/ZNRF3/PSMC2/RHOA/PSMD2/TP63/DVL3/PSMA3/WDR1/PSMC1/PSMD3/ARRB2/PSME3/RAC1/GPC6/PSMC4/WNT9B/PSMD8/TIAM1/CDC42/PSMA1/PSMB6/AP2M1/PSMA6/PSMA2/DLG3/PSMB5/PSMD7/PSMB8/AP2B1/PAFAH1B1/PSMB1/PSMC5/PSMA7/SFRP2/PSMF1/MAGI2/PSMB7/PSMD11/PSMB4/PSMA4/GPC4/MED12/PSMA5",49
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","44/3671","107/18670",2.73165604141691e-07,1.43942470413837e-05,1.10525726390866e-05,"LILRB1/PTPN6/NECTIN2/CORO1A/PRDX1/SLAMF6/STAP1/KLRK1/IL12RB1/PTPRC/UNC13D/IL23A/DNASE1/ARRB2/PVR/VAV1/ITGAM/TUBB4B/P2RX7/IL12A/HLA-F/NCR3/CRK/F2RL1/HPRT1/MICB/LAMP1/CTSH/CD1C/RASGRP1/CADM1/SERPINB9/LGALS9/VAMP7/FCGR2B/NCR1/TUBB/LYST/PRF1/CRTAM/STX7/IL18/SLAMF7/IL7R",44
"GO:0016050","GO:0016050","vesicle organization","102/3671","325/18670",2.81771630717997e-07,1.47260321103111e-05,1.13073326528853e-05,"ANXA2/LRMP/SAMD9/NECTIN2/RAB7A/CORO1A/RAB11A/ANXA1/FASLG/SEC24D/RUBCNL/SQSTM1/COL7A1/SNX10/ARF1/TMCC1/GBF1/CALR/CD59/SEC23A/PTPRN/SEC31A/TRAPPC2/MFSD14A/SDC4/GOLGA2/RAB34/SEC23B/ZPBP2/AP3B1/P2RX7/AP2M1/TFG/VAMP1/F2RL3/CHMP1B/CHMP2A/RAB1B/CHMP4B/NAPA/RAB1A/CPLX1/VPS18/KNL1/TRARG1/ARFGEF2/TSG101/AGFG1/KIF13A/CHMP7/LAPTM4B/SEC31B/TMED10/SAMD9L/SORT1/ARFGAP3/VAPA/PEF1/RAB5B/STX16/PAFAH1B1/CAV2/TMEM127/SEC24A/WASL/TMED2/HPS4/BET1/VAMP7/SEC16A/CUL3/TAP1/LYST/HOOK1/CHMP2B/SEC13/AQP11/HPS1/STX5/GNAI3/CLCN3/SDCBP/SAR1A/STX7/BAIAP3/CPLX3/SCFD1/MCFD2/CAV1/SCARB2/STX12/CREB1/INSIG1/TMED9/SEC23IP/UNC13B/TBPL1/FBXO5/USO1/TAP2/CHMP3/RAB14",102
"GO:0006260","GO:0006260","DNA replication","89/3671","274/18670",3.02225760635148e-07,1.56665971529244e-05,1.20295422568599e-05,"CCNA2/ATM/POLG2/E2F8/CCNE2/RFC4/EME1/PIF1/BRIP1/ATAD5/RRM2/DNA2/PCLAF/MCM8/ORC6/ESCO2/KAT5/DONSON/CHEK2/BLM/POLQ/AICDA/GINS1/ZMPSTE24/CDC45/PURA/UCN/RAC1/FAF1/DTD1/CDK2AP1/PPP2R1A/CDT1/NFIC/DBF4/TIMELESS/RBM14/EHMT2/SSBP1/MCMBP/MCM7/HELB/FAM111A/LIG3/DHX9/NUP98/CDK1/SDE2/KCTD13/SIN3A/TICRR/CDAN1/ORC1/NUCKS1/CHEK1/EXO1/LIG1/GRWD1/THOC1/FBXW7/RBBP7/BRCA2/CLSPN/E2F7/CDC6/TOPBP1/PPP2CA/POLD4/RTEL1/TNFAIP1/LIG4/MCMDC2/RMI2/POLL/SLX4/PRIM1/RAD50/INO80/SLFN11/MMS22L/RAD51/RECQL4/RTF2/SSRP1/FBXO5/ALYREF/PRIM2/KAT7/STOML2",89
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","55/3671","146/18670",3.14321872401796e-07,1.60502962172955e-05,1.23241642519054e-05,"ATM/RIPOR2/GNRH1/JAK3/LILRB1/PTPN6/ADORA2A/ANXA1/PRKAR1A/BTK/PAG1/BANK1/CD300A/INPP5D/INHBA/LAX1/SPN/TMEM131L/SDC4/BTN2A2/CASP3/TNFSF4/DUSP3/ERBB2/HLA-F/LST1/IL4R/HMGB3/PRNP/CLEC4G/CTLA4/TIGIT/TNFAIP8L2/CD274/ZC3H8/THOC1/LGALS9/FCGR2B/PRDX2/MNDA/HLX/FOXP3/TNFRSF14/RUNX3/TBX21/PTPN22/TWSG1/PDE5A/CD80/ARG2/PLA2G2D/TNFAIP3/PGLYRP2/ZBTB7B/TNFRSF13B",55
"GO:0045577","GO:0045577","regulation of B cell differentiation","18/3671","28/18670",3.16539155380311e-07,1.60502962172955e-05,1.23241642519054e-05,"PTPN6/CARD11/BTK/FCRL3/INPP5D/IL7/INHBA/MIR17HG/HMGB3/NCKAP1L/TLR9/IKZF3/PCID2/NFAM1/CD27/PPP2R3C/ATP11C/SLAMF8",18
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","25/3671","47/18670",3.17179630391975e-07,1.60502962172955e-05,1.23241642519054e-05,"JAK3/ANXA1/SASH3/IL12RB1/IL23A/TNFSF4/MYB/IL4R/NCKAP1L/MALT1/IRF4/LGALS9/SH3RF1/HLX/FOXP3/RUNX3/CCL19/TBX21/CD83/GATA3/IL18/CD80/RARA/ZBTB7B/IFNG",25
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","105/3671","338/18670",3.30699518128143e-07,1.65503902393255e-05,1.27081597112697e-05,"RIPOR2/FOXM1/RASA2/TGFB2/RALGPS2/ARHGAP45/ARHGAP9/ABL1/ARHGAP25/CYTH4/RAP1GAP/ADGRG1/RASAL3/LPAR6/ARHGAP30/ARHGAP19/SQSTM1/RELN/KCTD10/ITGB1/RHOA/GPR18/ARHGAP4/SH2B2/GBF1/GPR4/ARHGEF1/KANK1/OGT/PPP2CB/RAC1/VAV1/ARHGEF6/RASGRF1/RASAL1/SIPA1/TIAM1/CDC42/HEG1/F2RL3/FGD2/RHOH/KIF14/DEPDC1B/ARHGDIA/SH3BP1/ARHGEF5/DAB2IP/RACGAP1/MCF2L2/NRG1/GPR55/GPR65/PSD/RAC2/ARHGEF3/CRK/SIPA1L3/ARFGEF2/DENND4B/F2RL1/ARHGAP15/RAF1/FGD3/KCTD13/EPS8L1/GPR174/ARHGAP6/ARHGAP21/PSD4/ARHGEF18/SCAI/SYDE2/RASGRP1/PSD3/TAGAP/CUL3/RHOBTB2/RASGEF1A/MFN2/P2RY10/GMIP/CCDC125/IGF1/TNFAIP1/KRAS/ARHGEF26/ARHGEF16/ITGA3/BCR/ARHGDIB/SRGAP1/MYOC/IQSEC1/ARHGAP39/RHOB/MCF2/MYO9B/SHOC2/KALRN/COL3A1/MAPKAP1/NF1/PLEKHG3/EPHB2",105
"GO:0002260","GO:0002260","lymphocyte homeostasis","30/3671","62/18670",3.32253756372909e-07,1.65503902393255e-05,1.27081597112697e-05,"HIF1A/JAK3/CORO1A/CCNB2/ABL1/GAPT/LAT/SH2B2/CACNA1F/DOCK10/TNFSF14/TCIRG1/SIT1/CASP3/P2RX7/MIR17HG/TNFSF13B/NCKAP1L/GPR174/FOXN1/ZC3H8/LGALS9/PPP2R3C/TNFRSF13C/FOXP3/SLC46A2/SLC40A1/ADA/TNFAIP3/TNFRSF13B",30
"GO:0050900","GO:0050900","leukocyte migration","144/3671","499/18670",3.70840191484557e-07,1.83292795419034e-05,1.4074073689063e-05,"CNR2/RIPOR2/SLC7A11/TGFB2/PTPN6/FUT7/CD9/GPSM3/CORO1A/PIK3CD/ANXA1/SBDS/SELL/MSN/PTPRO/AIRE/ATP1B1/B4GALT1/JAML/DOCK8/SLC3A2/LGMN/XCL2/VPREB3/STAP1/PTK2B/KLRK1/ITGB1/RHOA/ITGAX/GPR18/MYO1G/ATP1B3/LCK/STK10/CCR6/CD300A/PIK3R1/SIRPG/MCOLN2/INPP5D/CALCA/GBF1/CALR/CD200R1/CEACAM3/WDR1/ESAM/IL23A/SPN/PTPN11/TNFSF14/RAC1/SDC4/ITGAL/VAV1/ZAP70/TNF/ITGAM/APP/IL27RA/CH25H/CCL26/CCL20/TNFSF11/IL12A/ITGB3/GLG1/CD48/ADD2/ITGA4/ADAM8/CD84/CD244/ARHGEF5/ITGAV/CD2/CCR7/RAC2/IRAK4/CRK/CXCR5/NCKAP1L/ITGB7/F2RL1/TNFRSF10A/EDNRB/ADTRP/PLVAP/SCG2/PPIA/SDC3/ADAM17/WASL/CHGA/SLC7A7/IL16/LGALS9/PYCARD/CCN3/CMKLR1/LYST/TNFRSF14/CXADR/CREB3/TRPM2/SELENOK/SLAMF8/THBD/CCL22/CCL19/MST1/TBX21/ITGB2/VEGFC/IL1B/PIP5K1C/SDC2/PIK3CG/GATA3/FFAR2/YES1/ITGA3/SMPD3/HCK/BCR/FLT1/C5/ADA/CXCR4/CAV1/IL6R/SELPLG/CSF3R/DOK2/CXCR1/RARRES2/EPCAM/RPS19/COL1A2/GRB14/CEACAM5/CXCR3/S1PR1",144
"GO:0002237","GO:0002237","response to molecule of bacterial origin","106/3671","343/18670",3.86199222924198e-07,1.89415865028053e-05,1.45442314641332e-05,"CNR2/KMO/CARD8/GNRH1/LILRB1/TLR6/HDAC2/FASLG/ABL1/IL24/CITED1/IRF8/MAPK1/PLCG2/AKAP12/STAP1/KLRK1/CYP1A1/RHOA/GSTP1/MGST1/PAF1/SPARC/TAC1/ATP2A2/TIMP4/CASP1/AICDA/SIGIRR/CASP8/ADAM9/TLR1/TNF/GCH1/SHPK/CASP3/TNFSF4/ACP5/P2RX7/IL12A/LDOC1/CD96/CD6/LTA/CD180/GFI1/TRIB1/DAB2IP/CDC73/CYP27B1/CCR7/CSF2RB/CD55/NOD2/LY86/NR1H3/PRPF8/PPARGC1A/IRF5/MALT1/TLR9/MTDH/EDNRB/NFKB2/CD274/CDK19/LY96/GNG12/CARD16/ADAM17/IL10RA/UGT1A1/HNRNPA0/LGALS9/ASS1/PYCARD/MAPKAPK3/FCGR2B/PRDX2/NR1H2/LIAS/LILRA2/FMO1/THBD/CARD9/CHUK/PTPN22/HAMP/IL1B/NOS1/SASH1/INAVA/HCK/BCR/CEBPE/TLR2/IL18/TNFRSF1B/CD80/TNFAIP3/RARA/PRDX3/MAPK8/SSC5D/SMAD6/ADM",106
"GO:0051052","GO:0051052","regulation of DNA metabolic process","127/3671","429/18670",4.0599081922832e-07,1.97602859801509e-05,1.51728670167209e-05,"CCNA2/ATM/RESF1/E2F8/AURKB/RFC4/FOXM1/PIF1/DCP2/ATAD5/WAS/NEK2/DNA2/CCT5/ST20/MAPK1/ESCO2/PTK2B/XRCC5/CCT2/DONSON/CHEK2/BLM/POLQ/PTPRC/HDAC10/AICDA/ARRB2/ZMPSTE24/UCN/RAC1/FAF1/ZNF91/PPP2R1A/IL27RA/SHLD3/TNFSF4/CDT1/DBF4/TIMELESS/CD40/CCT7/CGAS/EHMT2/CLCF1/DHX36/HELB/PAM16/PPARGC1A/ANXA3/LIG3/FANCB/DHX9/H1-0/PARM1/CDK1/PRKCD/KCTD13/RAD52/GZMA/NPPC/TICRR/CDAN1/MAPKAPK5/NUCKS1/CHEK1/MPHOSPH8/YLPM1/IL4/SPI1/RAD51AP1/MBD2/SLF1/THOC1/FBXW7/BRCA2/NIBAN2/ACD/SLF2/FOXP3/NAF1/USP9X/E2F7/TINF2/PRMT5/PARPBP/CDC6/APLF/PPP2CA/WRAP53/ADIPOQ/AXIN2/CTNNB1/RTEL1/DTX3L/TBX21/ENDOG/TNFAIP1/HNRNPU/CBX8/RMI2/SLX4/FIGNL1/RAD50/GATA3/EYA1/HMBOX1/INO80/SLFN11/TNKS2/ERCC6/MECP2/RAD51/SUPT6H/TFRC/SMCHD1/AIFM1/IL7R/CD28/CCT3/CCT6A/FBXO5/PARP9/GNL3L/WDR70/ALYREF/STOML2",127
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","43/3671","105/18670",4.25908223920072e-07,2.05726578463211e-05,1.5796643935026e-05,"NECTIN2/FCER2/ANXA1/ATAD5/ZBTB1/BTK/SASH3/IL12RB1/PTPRC/C17orf99/IL23A/PVR/TNF/IL27RA/SHLD3/TNFSF4/P2RX7/IL12A/LTA/CD40/HLA-F/CLCF1/TNFSF13B/MALT1/CD274/IL4/CD1C/SKAP1/PYCARD/HLX/TNFRSF13C/FOXP3/CCL19/TBX21/STX7/IL1B/GATA3/ADA/IL18/TFRC/IL6R/CD80/CD28",43
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","51/3671","133/18670",4.41697913516407e-07,2.11749315532377e-05,1.62590977108414e-05,"NECTIN2/FCER2/ATAD5/ZBTB1/SLAMF6/BTK/SASH3/KLRK1/SH2D1B/IL12RB1/PTPRC/C17orf99/IL23A/DDX21/PVR/VAV1/TNF/ITGAM/SHLD3/TNFSF4/DDX1/P2RX7/IL12A/LTA/CD40/HLA-F/NCR3/CLCF1/IL4R/DHX36/NOD2/MALT1/F2RL1/MICB/LAMP1/IL4/CD1C/RASGRP1/CADM1/VAMP7/FOXP3/FGR/TBX21/ITGB2/CRTAM/STX7/IL1B/GATA3/IL18/TFRC/CD28",51
"GO:0042100","GO:0042100","B cell proliferation","40/3671","95/18670",4.47301205158159e-07,2.12835260006599e-05,1.63424815804446e-05,"ATM/ATAD5/ABL1/CD19/CARD11/GAPT/BTK/MS4A1/SASH3/FCRL3/CD300A/INPP5D/CD22/PTPRC/IL7/CASP3/CD40LG/CD180/CD40/CLCF1/TNFSF13B/NCKAP1L/CR2/CTLA4/TLR9/PRKCD/IKZF3/LEF1/IL4/CD79A/FCGR2B/MNDA/TNFRSF13C/MZB1/ADA/TFRC/IL7R/CD70/IFNE/TNFRSF13B",40
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","29/3671","60/18670",5.35889435089419e-07,2.53098595417047e-05,1.94340878175508e-05,"LILRB1/PTPN6/NECTIN2/CORO1A/PRDX1/SLAMF6/KLRK1/UNC13D/ARRB2/PVR/VAV1/TUBB4B/IL12A/HLA-F/NCR3/CRK/MICB/LAMP1/RASGRP1/CADM1/SERPINB9/LGALS9/VAMP7/NCR1/TUBB/LYST/CRTAM/IL18/SLAMF7",29
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","26/3671","51/18670",5.53073015860402e-07,2.57400988987294e-05,1.97644456148039e-05,"PTPN6/NECTIN2/FCER2/ATAD5/BTK/CR1/PTPRC/C17orf99/TNF/IL27RA/SHLD3/TNFSF4/LTA/CD40/CLCF1/C4BPA/IL4/THOC1/FCGR2B/FOXP3/APLF/TBX21/SUPT6H/TFRC/CD28/C4BPB",26
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","26/3671","51/18670",5.53073015860402e-07,2.57400988987294e-05,1.97644456148039e-05,"PTPN6/NECTIN2/FCER2/ATAD5/BTK/CR1/PTPRC/C17orf99/TNF/IL27RA/SHLD3/TNFSF4/LTA/CD40/CLCF1/C4BPA/IL4/THOC1/FCGR2B/FOXP3/APLF/TBX21/SUPT6H/TFRC/CD28/C4BPB",26
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","45/3671","113/18670",5.98329722724614e-07,2.76445674789286e-05,2.12267852051272e-05,"PRKACA/CARD11/PSMD1/PSMC3/PSMB2/PSMD14/PSMC2/PLCG2/ICAM3/KLRK1/PSMD2/PSMA3/PSMC1/PSMD3/PSME3/PSMC4/PSMD8/PSMA1/PSMB6/PSMA6/PSMA2/IKBKB/PSMB5/PSMD7/MALT1/PSMB8/RAF1/PRKCD/SKP1/PSMB1/PSMC5/PSMA7/PSMF1/CARD9/CHUK/KRAS/MUC17/PSMB7/PSMD11/MUC19/CLEC10A/PSMB4/PSMA4/CREBBP/PSMA5",45
"GO:0009615","GO:0009615","response to virus","101/3671","326/18670",6.3225082983439e-07,2.9001663964202e-05,2.226882703188e-05,"AIM2/LILRB1/RNASEL/UFD1/BIRC3/TRIM25/CCT5/FOSL1/APOBEC3D/CYP1A1/MAPK11/DUOX2/APOBEC3G/IL12RB1/ARF1/GBF1/PTPRC/UNC13D/TRAF3IP1/IL23A/PUM1/NT5C3A/AICDA/NLRC5/ZMPSTE24/DDX21/TSPAN32/HYAL2/XPR1/TNF/TRIM22/TNFSF4/DDX1/RNF125/SLFN13/IL12A/ENO1/UNC93B1/APOBEC3F/CD40/PSMA2/IKBKB/CGAS/POLR3E/SHFL/RTP4/DNAJC3/DHX36/FAM111A/IRF5/STAT2/F2RL1/DHX9/SERINC3/SKP2/TLR9/MICB/PIM2/DHX58/APOBEC3H/SIN3A/FCN3/TRAF3/LGALS9/PYCARD/LYST/MX2/FOXP3/SELENOK/TLR7/CCL22/CARD9/PRF1/CCL19/CHUK/FLNA/FGR/DTX3L/TBX21/TRIM11/IL1B/ZC3HAV1/IRF7/BIRC2/BATF3/GATA3/LGALS8/SLFN11/ERCC6/CXCR4/BECN1/POLR3B/TNFAIP3/IRF2/IFNE/ILRUN/IFNG/PARP9/CLU/ADARB1/EXOSC4",101
"GO:0045730","GO:0045730","respiratory burst","21/3671","37/18670",6.67994531951387e-07,3.04223795408717e-05,2.33597185571872e-05,"CYBC1/PIK3CD/NCF1C/NCF1B/NCF1/PGAM1/RAC1/NCF4/CD52/CYBB/CD55/RAC2/NCF2/PRDX2/SELENOK/SLAMF8/PIK3CG/HCK/BCR/NOX1/RPS19",21
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","75/3671","224/18670",6.82235175962503e-07,3.08079180179021e-05,2.365575293886e-05,"BAG3/CTNNA1/TMC8/TNFRSF12A/TGFB2/FASLG/RFFL/ACVR1/GSTP1/GCLM/TRAF1/LMNA/PIK3R1/BCL2A1/TERT/PTPRC/IL7/INHBA/KRT8/CASP8/PSME3/PDIA3/KRT18/FAF1/HYAL2/PPP2R1A/TNF/CASP3/P2RX7/HIPK1/IL12A/DAB2IP/PEA15/GCLC/CASP8AP2/ITGAV/DIABLO/MAPK7/TNFRSF10A/SORT1/RAF1/TIMP3/GSK3B/PARK7/SCG2/STK4/SP100/CD27/PYCARD/SFRP2/PRDX2/SH3RF1/LTBR/ITPRIP/TRADD/TNFRSF1A/IGF1/TMBIM1/IL1B/YAP1/RNF34/SIAH2/EYA1/MOAP1/CAV1/TNFRSF1B/BEX3/IL6R/G0S2/TNFAIP3/CD70/WWOX/RBCK1/NF1/IFNG",75
"GO:0034501","GO:0034501","protein localization to kinetochore","13/3671","17/18670",6.8865628657476e-07,3.08079180179021e-05,2.365575293886e-05,"AURKB/TTK/BUB3/NDC80/CDT1/IK/KNL1/HASPIN/CDK1/CENPQ/MTBP/MIS12/RCC2",13
"GO:0033077","GO:0033077","T cell differentiation in thymus","32/3671","70/18670",6.90955501342535e-07,3.08079180179021e-05,2.365575293886e-05,"CAMK4/TESPA1/AIRE/ZBTB1/CARD11/BCL11B/VNN1/CCR6/DOCK2/PTPRC/TMEM131L/ZAP70/ERBB2/CD3G/ADAM8/CCR7/CD3E/FOXN1/CLPTM1/ADAM17/RASGRP1/ZC3H8/FOXP3/CTNNB1/LIG4/SOD1/CD3D/GATA3/ADA/IL7R/CD28/NCAPH2",32
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","41/3671","100/18670",7.55664585511114e-07,3.34591485917977e-05,2.5691491134592e-05,"NECTIN2/FCER2/ANXA1/ATAD5/ZBTB1/BTK/SASH3/IL12RB1/PTPRC/C17orf99/IL23A/PVR/TNF/IL27RA/SHLD3/TNFSF4/P2RX7/IL12A/LTA/CD40/HLA-F/CLCF1/TNFSF13B/MALT1/CD274/IL4/CD1C/HLX/TNFRSF13C/FOXP3/CCL19/TBX21/STX7/IL1B/GATA3/ADA/IL18/TFRC/IL6R/CD80/CD28",41
"GO:0048193","GO:0048193","Golgi vesicle transport","111/3671","368/18670",7.91689994374841e-07,3.48125200285103e-05,2.67306726957342e-05,"DYNC1I2/COG1/RAB10/SEC24D/ARCN1/ARF4/COPA/KIF15/COL7A1/VPS35L/DCTN2/COPB2/PITPNB/VCP/ARF1/GBF1/CD59/ARF3/SEC23A/BCAP31/SEC31A/CSK/KIF4A/TRAPPC2/ACTR10/KRT18/CENPE/GOLGA2/RAB34/SEC23B/YIF1A/COPB1/COPG1/TFG/DYNC1I1/DYNC1LI2/SURF4/RAB6A/TMED7/GGA2/RAB1B/RACGAP1/NAPA/CAPZB/RAB1A/ERGIC1/GOLGA5/SNX1/KDELR2/CREB3L2/LMF1/PITPNM3/CD55/ATP9B/KIF11/ARFGEF2/EHD3/KIF13A/SEC31B/TMED10/SPTAN1/GGA3/VPS13C/DYNC1LI1/SORT1/COPZ1/ARF5/LAMP1/CAPZA2/ARFGAP3/VAPA/PEF1/BBS1/SEC24A/TMED2/ANK1/KIF2C/BET1/VAMP7/SEC16A/CUL3/ARL3/BGLAP/RAB31/SEC13/DYNC1H1/STX5/KDELR1/SAR1A/DCTN5/HYOU1/SNX2/ARL1/SCFD1/SCYL1/GABARAPL2/ATP9A/MCFD2/DCTN1/WIPI1/INSIG1/TMED9/EXOC6/SEC23IP/BNIP1/ACSL3/USO1/SEC22A/ACTR1A/RAB14/CNST",111
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","29/3671","61/18670",8.30254772654529e-07,3.62582495235978e-05,2.7840771071494e-05,"JAK3/ANXA1/SASH3/IL12RB1/IL23A/TNFSF4/MYB/IL4R/CD55/NCKAP1L/MALT1/CD274/IRF4/LGALS9/SH3RF1/HLX/FOXP3/RUNX3/CCL19/TBX21/CD83/GATA3/IL18/TWSG1/CD80/ARG2/RARA/ZBTB7B/IFNG",29
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","55/3671","150/18670",8.62701060451426e-07,3.71660943340425e-05,2.85378565587453e-05,"ABL1/PSMD1/PSMC3/CLTC/PSMB2/PSMD14/ZNRF3/PSMC2/RHOA/PSMD2/PLCB2/DVL3/PSMA3/PSMC1/PSMD3/ARRB2/PSME3/RAC1/GPC6/PSMC4/WNT9B/GNB1/PSMD8/TIAM1/CDC42/PSMA1/PSMB6/AP2M1/PSMA6/PDE6A/PSMA2/PSMB5/PSMD7/PSMB8/AP2B1/LEF1/PSMB1/PDE6G/PSMC5/PSMA7/SFRP2/PSMF1/CTNNB1/MAGI2/PSMB7/AGO4/PSMD11/MYOC/AGO2/PSMB4/PSMA4/GPC4/MED12/PSMA5/SFRP5",55
